delta_m,i_d,v_r,v_g,v_b
23,0.616369400,0.000000,0.000000,0.000000
23,0.622533100,0.003922,0.003922,0.003922
23,0.628758400,0.003922,0.003922,0.003922
23,0.635046000,0.003922,0.003922,0.003922
23,0.641396500,0.000000,0.000000,0.000000
23,0.647810400,0.000000,0.000000,0.000000
23,0.654288500,0.003922,0.003922,0.003922
23,0.660831300,0.000000,0.000000,0.000000
23,0.667439600,0.000000,0.000000,0.000000
23,0.674114000,0.003922,0.003922,0.003922
23,0.680855200,0.000000,0.000000,0.000000
23,0.687663700,0.003922,0.003922,0.003922
23,0.694540300,0.000000,0.000000,0.000000
23,0.701485700,0.000000,0.000000,0.000000
23,0.708500600,0.000000,0.000000,0.000000
23,0.715585600,0.000000,0.000000,0.000000
23,0.722741400,0.000000,0.000000,0.000000
23,0.729968800,0.003922,0.003922,0.003922
23,0.737268500,0.003922,0.003922,0.003922
23,0.744641200,0.003922,0.003922,0.003922
23,0.752087600,0.000000,0.000000,0.000000
23,0.759608400,0.000000,0.000000,0.000000
23,0.767204500,0.003922,0.003922,0.003922
23,0.774876500,0.000000,0.000000,0.000000
23,0.782625300,0.000000,0.000000,0.000000
23,0.790451600,0.003922,0.003922,0.003922
23,0.798356100,0.000000,0.000000,0.000000
23,0.806339700,0.003922,0.003922,0.003922
23,0.814403100,0.000000,0.000000,0.000000
23,0.822547100,0.000000,0.000000,0.000000
23,0.830772500,0.000000,0.000000,0.000000
23,0.839080200,0.000000,0.000000,0.000000
23,0.847471000,0.000000,0.000000,0.000000
23,0.855945700,0.003922,0.003922,0.003922
23,0.864505200,0.003922,0.003922,0.003922
23,0.873150200,0.003922,0.003922,0.003922
23,0.881881700,0.000000,0.000000,0.000000
23,0.890700500,0.000000,0.000000,0.000000
23,0.899607500,0.003922,0.003922,0.003922
23,0.908603600,0.000000,0.000000,0.000000
23,0.917689600,0.000000,0.000000,0.000000
23,0.926866500,0.003922,0.003922,0.003922
23,0.936135200,0.000000,0.000000,0.000000
23,0.945496500,0.003922,0.003922,0.003922
23,0.954951500,0.000000,0.000000,0.000000
23,0.964501000,0.000000,0.000000,0.000000
23,0.974145900,0.000000,0.000000,0.000000
23,0.983887400,0.000000,0.000000,0.000000
23,0.993726300,0.000000,0.000000,0.000000
23,1.003664000,0.003922,0.003922,0.003922
23,1.013700000,0.003922,0.003922,0.003922
23,1.023837000,0.003922,0.003922,0.003922
23,1.034075000,0.000000,0.000000,0.000000
23,1.044416000,0.000000,0.000000,0.000000
23,1.054860000,0.003922,0.003922,0.003922
23,1.065409000,0.000000,0.000000,0.000000
23,1.076063000,0.000000,0.000000,0.000000
23,1.086824000,0.003922,0.003922,0.003922
23,1.097692000,0.000000,0.000000,0.000000
23,1.108669000,0.003922,0.003922,0.003922
23,1.119756000,0.000000,0.000000,0.000000
23,1.130953000,0.000000,0.000000,0.000000
23,1.142263000,0.000000,0.000000,0.000000
23,1.153685000,0.000000,0.000000,0.000000
23,1.165222000,0.000000,0.000000,0.000000
23,1.176874000,0.003922,0.003922,0.003922
23,1.188643000,0.003922,0.003922,0.003922
23,1.200529000,0.003922,0.003922,0.003922
23,1.212535000,0.000000,0.000000,0.000000
23,1.224660000,0.000000,0.000000,0.000000
23,1.236907000,0.003922,0.003922,0.003922
23,1.249276000,0.000000,0.000000,0.000000
23,1.261769000,0.000000,0.000000,0.000000
23,1.274386000,0.003922,0.003922,0.003922
23,1.287130000,0.000000,0.000000,0.000000
23,1.300001000,0.003922,0.003922,0.003922
23,1.313001000,0.000000,0.000000,0.000000
23,1.326131000,0.000000,0.000000,0.000000
23,1.339393000,0.000000,0.000000,0.000000
23,1.352787000,0.000000,0.000000,0.000000
23,1.366314000,0.000000,0.000000,0.000000
23,1.379978000,0.003922,0.003922,0.003922
23,1.393777000,0.003922,0.003922,0.003922
23,1.407715000,0.003922,0.003922,0.003922
23,1.421792000,0.000000,0.000000,0.000000
23,1.436010000,0.000000,0.000000,0.000000
23,1.450370000,0.003922,0.003922,0.003922
23,1.464874000,0.000000,0.000000,0.000000
23,1.479523000,0.000000,0.000000,0.000000
23,1.494318000,0.003922,0.003922,0.003922
23,1.509261000,0.000000,0.000000,0.000000
23,1.524354000,0.003922,0.003922,0.003922
23,1.539597000,0.000000,0.000000,0.000000
23,1.554993000,0.000000,0.000000,0.000000
23,1.570543000,0.000000,0.000000,0.000000
23,1.586248000,0.000000,0.000000,0.000000
23,1.602111000,0.000000,0.000000,0.000000
23,1.618132000,0.003922,0.003922,0.003922
23,1.634313000,0.003922,0.003922,0.003922
23,1.650656000,0.003922,0.003922,0.003922
23,1.667163000,0.000000,0.000000,0.000000
23,1.683835000,0.000000,0.000000,0.000000
23,1.700673000,0.003922,0.003922,0.003922
23,1.717680000,0.000000,0.000000,0.000000
23,1.734856000,0.000000,0.000000,0.000000
23,1.752205000,0.003922,0.003922,0.003922
23,1.769727000,0.000000,0.000000,0.000000
23,1.787424000,0.003922,0.003922,0.003922
23,1.805298000,0.000000,0.000000,0.000000
23,1.823351000,0.000000,0.000000,0.000000
23,1.841585000,0.000000,0.000000,0.000000
23,1.860001000,0.000000,0.000000,0.000000
23,1.878601000,0.000000,0.000000,0.000000
23,1.897387000,0.003922,0.003922,0.003922
23,1.916360000,0.003922,0.003922,0.003922
23,1.935524000,0.003922,0.003922,0.003922
23,1.954879000,0.000000,0.000000,0.000000
23,1.974428000,0.000000,0.000000,0.000000
23,1.994172000,0.003922,0.003922,0.003922
23,2.014114000,0.000000,0.000000,0.000000
23,2.034255000,0.000000,0.000000,0.000000
23,2.054598000,0.003922,0.003922,0.003922
23,2.075144000,0.000000,0.000000,0.000000
23,2.095895000,0.003922,0.003922,0.003922
23,2.116854000,0.000000,0.000000,0.000000
23,2.138023000,0.000000,0.000000,0.000000
23,2.159403000,0.000000,0.000000,0.000000
23,2.180997000,0.000000,0.000000,0.000000
23,2.202807000,0.000000,0.000000,0.000000
23,2.224835000,0.003922,0.003922,0.003922
23,2.247083000,0.003922,0.003922,0.003922
23,2.269554000,0.003922,0.003922,0.003922
23,2.292249000,0.000000,0.000000,0.000000
23,2.315172000,0.000000,0.000000,0.000000
23,2.338324000,0.003922,0.003922,0.003922
23,2.361707000,0.000000,0.000000,0.000000
23,2.385324000,0.000000,0.000000,0.000000
23,2.409177000,0.003922,0.003922,0.003922
23,2.433269000,0.000000,0.000000,0.000000
23,2.457602000,0.003922,0.003922,0.003922
23,2.482177000,0.000000,0.000000,0.000000
23,2.506999000,0.000000,0.000000,0.000000
23,2.532069000,0.000000,0.000000,0.000000
23,2.557390000,0.000000,0.000000,0.000000
23,2.582964000,0.000000,0.000000,0.000000
23,2.608793000,0.003922,0.003922,0.003922
23,2.634881000,0.003922,0.003922,0.003922
23,2.661230000,0.003922,0.003922,0.003922
23,2.687843000,0.000000,0.000000,0.000000
23,2.714721000,0.000000,0.000000,0.000000
23,2.741868000,0.003922,0.003922,0.003922
23,2.769287000,0.000000,0.000000,0.000000
23,2.796980000,0.000000,0.000000,0.000000
23,2.824950000,0.003922,0.003922,0.003922
23,2.853199000,0.000000,0.000000,0.000000
23,2.881731000,0.003922,0.003922,0.003922
23,2.910548000,0.000000,0.000000,0.000000
23,2.939654000,0.000000,0.000000,0.000000
23,2.969050000,0.000000,0.000000,0.000000
23,2.998741000,0.000000,0.000000,0.000000
23,3.028728000,0.000000,0.000000,0.000000
23,3.059015000,0.003922,0.003922,0.003922
23,3.089605000,0.003922,0.003922,0.003922
23,3.120501000,0.003922,0.003922,0.003922
23,3.151706000,0.000000,0.000000,0.000000
23,3.183223000,0.000000,0.000000,0.000000
23,3.215055000,0.003922,0.003922,0.003922
23,3.247206000,0.000000,0.000000,0.000000
23,3.279678000,0.000000,0.000000,0.000000
23,3.312475000,0.003922,0.003922,0.003922
23,3.345600000,0.000000,0.000000,0.000000
23,3.379056000,0.003922,0.003922,0.003922
23,3.412846000,0.000000,0.000000,0.000000
23,3.446975000,0.000000,0.000000,0.000000
23,3.481444000,0.000000,0.000000,0.000000
23,3.516258000,0.000000,0.000000,0.000000
23,3.551421000,0.000000,0.000000,0.000000
23,3.586935000,0.003922,0.003922,0.003922
23,3.622804000,0.003922,0.003922,0.003922
23,3.659032000,0.003922,0.003922,0.003922
23,3.695623000,0.000000,0.000000,0.000000
23,3.732579000,0.000000,0.000000,0.000000
23,3.769905000,0.003922,0.003922,0.003922
23,3.807604000,0.000000,0.000000,0.000000
23,3.845680000,0.000000,0.000000,0.000000
23,3.884136000,0.003922,0.003922,0.003922
23,3.922978000,0.000000,0.000000,0.000000
23,3.962207000,0.003922,0.003922,0.003922
23,4.001829000,0.000000,0.000000,0.000000
23,4.041847000,0.000000,0.000000,0.000000
23,4.082266000,0.000000,0.000000,0.000000
23,4.123088000,0.000000,0.000000,0.000000
23,4.164319000,0.000000,0.000000,0.000000
23,4.205962000,0.003922,0.003922,0.003922
23,4.248022000,0.003922,0.003922,0.003922
23,4.290502000,0.003922,0.003922,0.003922
23,4.333406000,0.000000,0.000000,0.000000
23,4.376740000,0.000000,0.000000,0.000000
23,4.420508000,0.003922,0.003922,0.003922
23,4.464713000,0.000000,0.000000,0.000000
23,4.509360000,0.000000,0.000000,0.000000
23,4.554454000,0.003922,0.003922,0.003922
23,4.599998000,0.000000,0.000000,0.000000
23,4.645998000,0.003922,0.003922,0.003922
23,4.692459000,0.000000,0.000000,0.000000
23,4.739383000,0.000000,0.000000,0.000000
23,4.786777000,0.000000,0.000000,0.000000
23,4.834645000,0.000000,0.000000,0.000000
23,4.882991000,0.000000,0.000000,0.000000
23,4.931821000,0.003922,0.003922,0.003922
23,4.981140000,0.003922,0.003922,0.003922
23,5.030951000,0.003922,0.003922,0.003922
23,5.081261000,0.000000,0.000000,0.000000
23,5.132073000,0.000000,0.000000,0.000000
23,5.183394000,0.003922,0.003922,0.003922
23,5.235228000,0.000000,0.000000,0.000000
23,5.287580000,0.000000,0.000000,0.000000
23,5.340456000,0.003922,0.003922,0.003922
23,5.393860000,0.000000,0.000000,0.000000
23,5.447799000,0.003922,0.003922,0.003922
23,5.502277000,0.000000,0.000000,0.000000
23,5.557300000,0.000000,0.000000,0.000000
23,5.612873000,0.000000,0.000000,0.000000
23,5.669001000,0.000000,0.000000,0.000000
23,5.725691000,0.000000,0.000000,0.000000
23,5.782948000,0.003922,0.003922,0.003922
23,5.840777000,0.003922,0.003922,0.003922
23,5.899185000,0.003922,0.003922,0.003922
23,5.958177000,0.000000,0.000000,0.000000
23,6.017758000,0.000000,0.000000,0.000000
23,6.077936000,0.003922,0.003922,0.003922
23,6.138715000,0.000000,0.000000,0.000000
23,6.200102000,0.000000,0.000000,0.000000
23,6.262103000,0.003922,0.003922,0.003922
23,6.324724000,0.000000,0.000000,0.000000
23,6.387971000,0.003922,0.003922,0.003922
23,6.451850000,0.000000,0.000000,0.000000
23,6.516369000,0.000000,0.000000,0.000000
23,6.581532000,0.000000,0.000000,0.000000
23,6.647348000,0.000000,0.000000,0.000000
23,6.713821000,0.000000,0.000000,0.000000
23,6.780960000,0.003922,0.003922,0.003922
23,6.848769000,0.003922,0.003922,0.003922
23,6.917257000,0.003922,0.003922,0.003922
23,6.986429000,0.000000,0.000000,0.000000
23,7.056293000,0.000000,0.000000,0.000000
23,7.126856000,0.003922,0.003922,0.003922
23,7.198125000,0.000000,0.000000,0.000000
23,7.270106000,0.000000,0.000000,0.000000
23,7.342807000,0.003922,0.003922,0.003922
23,7.416235000,0.000000,0.000000,0.000000
23,7.490397000,0.003922,0.003922,0.003922
23,7.565301000,0.000000,0.000000,0.000000
23,7.640954000,0.000000,0.000000,0.000000
23,7.717364000,0.000000,0.000000,0.000000
23,7.794538000,0.000000,0.000000,0.000000
23,7.872483000,0.000000,0.000000,0.000000
23,7.951208000,0.007843,0.003922,0.003922
23,8.030720000,0.007843,0.003922,0.003922
23,8.111027000,0.007843,0.003922,0.003922
23,8.192137000,0.007843,0.000000,0.000000
23,8.274058000,0.007843,0.000000,0.000000
23,8.356799000,0.007843,0.003922,0.003922
23,8.440367000,0.003922,0.000000,0.000000
23,8.524771000,0.003922,0.000000,0.000000
23,8.610019000,0.007843,0.003922,0.003922
23,8.696119000,0.007843,0.000000,0.000000
23,8.783080000,0.007843,0.003922,0.003922
23,8.870911000,0.007843,0.000000,0.000000
23,8.959620000,0.007843,0.000000,0.000000
23,9.049215000,0.007843,0.000000,0.000000
23,9.139708000,0.007843,0.000000,0.000000
23,9.231105000,0.007843,0.000000,0.000000
23,9.323416000,0.007843,0.003922,0.003922
23,9.416650000,0.007843,0.003922,0.003922
23,9.510817000,0.007843,0.003922,0.003922
23,9.605925000,0.003922,0.000000,0.000000
23,9.701983000,0.003922,0.000000,0.000000
23,9.799004000,0.003922,0.003922,0.003922
23,9.896994000,0.000000,0.000000,0.000000
23,9.995963000,0.000000,0.000000,0.000000
23,10.095920000,0.003922,0.003922,0.003922
23,10.196880000,0.000000,0.000000,0.000000
23,10.298850000,0.003922,0.003922,0.003922
23,10.401840000,0.000000,0.000000,0.000000
23,10.505860000,0.000000,0.000000,0.000000
23,10.610920000,0.109804,0.109804,0.109804
23,10.717020000,0.109804,0.109804,0.109804
23,10.824190000,0.250980,0.250980,0.109804
23,10.932440000,0.325490,0.325490,0.325490
23,11.041760000,0.384314,0.384314,0.325490
23,11.152180000,0.435294,0.431373,0.427451
23,11.263700000,0.474510,0.474510,0.427451
23,11.376340000,0.513726,0.509804,0.509804
23,11.490100000,0.545098,0.541177,0.509804
23,11.605000000,0.576471,0.572549,0.572549
23,11.721050000,0.600000,0.596079,0.568628
23,11.838260000,0.635294,0.631373,0.627451
23,11.956640000,0.658824,0.654902,0.627451
23,12.076210000,0.682353,0.682353,0.678431
23,12.196970000,0.701961,0.701961,0.674510
23,12.318940000,0.721569,0.721569,0.721569
23,12.442130000,0.745098,0.745098,0.725490
23,12.566550000,0.764706,0.764706,0.764706
23,12.692210000,0.784314,0.784314,0.764706
23,12.819140000,0.800000,0.800000,0.796079
23,12.947330000,0.819608,0.819608,0.796079
23,13.076800000,0.835294,0.835294,0.831373
23,13.207570000,0.870588,0.870588,0.862745
23,13.339640000,0.882353,0.882353,0.862745
23,13.473040000,0.898039,0.898039,0.898039
23,13.607770000,0.909804,0.909804,0.894118
23,13.743850000,0.921569,0.921569,0.917647
23,13.881290000,0.941177,0.941177,0.921569
23,14.020100000,0.952941,0.952941,0.949020
23,14.160300000,0.980392,0.980392,0.980392
23,14.301900000,0.988235,0.988235,0.976471
23,14.444920000,0.992157,0.992157,0.992157
23,14.589370000,0.980392,0.980392,0.992157
23,14.735260000,0.956863,0.956863,0.964706
23,14.882620000,0.945098,0.945098,0.945098
23,15.031440000,0.933333,0.933333,0.945098
23,15.181760000,0.921569,0.921569,0.921569
23,15.333570000,0.894118,0.894118,0.921569
23,15.486910000,0.894118,0.894118,0.921569
23,15.641780000,0.866667,0.866667,0.862745
23,15.798200000,0.870588,0.870588,0.866667
23,15.956180000,0.839216,0.839216,0.862745
23,16.115740000,0.807843,0.807843,0.807843
23,16.276900000,0.788235,0.788235,0.815686
23,16.439670000,0.784314,0.784314,0.811765
23,16.604060000,0.756863,0.756863,0.756863
23,16.770100000,0.725490,0.729412,0.752941
23,16.937810000,0.725490,0.729412,0.752941
23,17.107180000,0.694118,0.698039,0.694118
23,17.278260000,0.662745,0.662745,0.694118
23,17.451040000,0.631373,0.631373,0.627451
23,17.625550000,0.635294,0.635294,0.631373
23,17.801810000,0.596079,0.596079,0.631373
23,17.979820000,0.556863,0.556863,0.552941
23,18.159620000,0.513726,0.513726,0.552941
23,18.341220000,0.513726,0.513726,0.552941
23,18.524630000,0.466667,0.470588,0.466667
23,18.709880000,0.411765,0.411765,0.462745
23,18.896980000,0.352941,0.352941,0.352941
23,19.085950000,0.356863,0.356863,0.356863
23,19.276800000,0.274510,0.274510,0.352941
23,19.469570000,0.164706,0.168628,0.164706
23,19.664270000,0.043137,0.047059,0.160784
23,19.860910000,0.039216,0.039216,0.039216
23,20.059520000,0.039216,0.039216,0.039216
23,20.260110000,0.039216,0.039216,0.039216
23,20.462720000,0.035294,0.031373,0.031373
23,20.667340000,0.031373,0.031373,0.031373
23,20.874010000,0.027451,0.023529,0.023529
23,21.082750000,0.023529,0.023529,0.023529
23,21.293580000,0.023529,0.019608,0.019608
23,21.506520000,0.019608,0.015686,0.015686
23,21.721580000,0.019608,0.015686,0.015686
23,21.938800000,0.011765,0.007843,0.007843
23,22.158190000,0.011765,0.007843,0.007843
23,22.379770000,0.015686,0.011765,0.011765
23,22.603570000,0.011765,0.007843,0.007843
23,22.829600000,0.015686,0.007843,0.007843
23,23.057900000,0.007843,0.003922,0.003922
23,23.288480000,0.007843,0.003922,0.003922
23,23.521360000,0.007843,0.003922,0.003922
23,23.756580000,0.007843,0.003922,0.003922
23,23.994140000,0.007843,0.003922,0.003922
23,24.234080000,0.011765,0.003922,0.003922
23,24.476420000,0.007843,0.003922,0.003922
23,24.721190000,0.007843,0.003922,0.003922
23,24.968400000,0.007843,0.000000,0.000000
23,25.218080000,0.007843,0.000000,0.000000
23,25.470260000,0.007843,0.003922,0.003922
23,25.724960000,0.000000,0.000000,0.000000
23,25.982210000,0.000000,0.000000,0.000000
23,26.242040000,0.003922,0.003922,0.003922
23,26.504460000,0.000000,0.000000,0.000000
23,26.769500000,0.003922,0.003922,0.003922
23,27.037200000,0.000000,0.000000,0.000000
23,27.307570000,0.000000,0.000000,0.000000
23,27.580640000,0.000000,0.000000,0.000000
23,27.856450000,0.000000,0.000000,0.000000
23,28.135020000,0.000000,0.000000,0.000000
23,28.416360000,0.003922,0.003922,0.003922
23,28.700530000,0.003922,0.003922,0.003922
23,28.987530000,0.003922,0.003922,0.003922
23,29.277410000,0.000000,0.000000,0.000000
23,29.570180000,0.000000,0.000000,0.000000
23,29.865880000,0.003922,0.003922,0.003922
23,30.164540000,0.000000,0.000000,0.000000
23,30.466190000,0.000000,0.000000,0.000000
23,30.770850000,0.003922,0.003922,0.003922
23,31.078560000,0.000000,0.000000,0.000000
23,31.389340000,0.003922,0.003922,0.003922
23,31.703230000,0.000000,0.000000,0.000000
23,32.020270000,0.000000,0.000000,0.000000
23,32.340470000,0.000000,0.000000,0.000000
23,32.663880000,0.000000,0.000000,0.000000
23,32.990510000,0.000000,0.000000,0.000000
23,33.320420000,0.003922,0.003922,0.003922
23,33.653620000,0.003922,0.003922,0.003922
23,33.990160000,0.003922,0.003922,0.003922
23,34.330060000,0.000000,0.000000,0.000000
23,34.673360000,0.000000,0.000000,0.000000
23,35.020090000,0.003922,0.003922,0.003922
23,35.370290000,0.000000,0.000000,0.000000
23,35.724000000,0.000000,0.000000,0.000000
23,36.081230000,0.003922,0.003922,0.003922
23,36.442050000,0.000000,0.000000,0.000000
23,36.806470000,0.003922,0.003922,0.003922
23,37.174530000,0.000000,0.000000,0.000000
23,37.546280000,0.000000,0.000000,0.000000
23,37.921740000,0.000000,0.000000,0.000000
23,38.300960000,0.000000,0.000000,0.000000
23,38.683970000,0.000000,0.000000,0.000000
23,39.070810000,0.003922,0.003922,0.003922
23,39.461520000,0.003922,0.003922,0.003922
23,39.856130000,0.003922,0.003922,0.003922
23,40.254690000,0.000000,0.000000,0.000000
23,40.657240000,0.000000,0.000000,0.000000
23,41.063810000,0.003922,0.003922,0.003922
23,41.474450000,0.000000,0.000000,0.000000
23,41.889190000,0.000000,0.000000,0.000000
23,42.308080000,0.003922,0.003922,0.003922
23,42.731160000,0.000000,0.000000,0.000000
23,43.158470000,0.003922,0.003922,0.003922
23,43.590060000,0.000000,0.000000,0.000000
23,44.025960000,0.000000,0.000000,0.000000
23,44.466220000,0.000000,0.000000,0.000000
23,44.910880000,0.000000,0.000000,0.000000
23,45.359990000,0.000000,0.000000,0.000000
23,45.813580000,0.003922,0.003922,0.003922
23,46.271720000,0.003922,0.003922,0.003922
23,46.734430000,0.003922,0.003922,0.003922
23,47.201770000,0.000000,0.000000,0.000000
23,47.673790000,0.000000,0.000000,0.000000
23,48.150530000,0.003922,0.003922,0.003922
23,48.632040000,0.000000,0.000000,0.000000
23,49.118360000,0.000000,0.000000,0.000000
23,49.609540000,0.003922,0.003922,0.003922
23,50.105640000,0.000000,0.000000,0.000000
23,50.606690000,0.003922,0.003922,0.003922
23,51.112760000,0.000000,0.000000,0.000000
23,51.623890000,0.000000,0.000000,0.000000
23,52.140130000,0.000000,0.000000,0.000000
23,52.661530000,0.000000,0.000000,0.000000
23,53.188140000,0.000000,0.000000,0.000000
23,53.720020000,0.003922,0.003922,0.003922
23,54.257220000,0.003922,0.003922,0.003922
23,54.799790000,0.003922,0.003922,0.003922
23,55.347790000,0.000000,0.000000,0.000000
23,55.901270000,0.000000,0.000000,0.000000
23,56.460280000,0.003922,0.003922,0.003922
23,57.024880000,0.000000,0.000000,0.000000
23,57.595130000,0.000000,0.000000,0.000000
23,58.171080000,0.003922,0.003922,0.003922
23,58.752790000,0.000000,0.000000,0.000000
23,59.340320000,0.003922,0.003922,0.003922
23,59.933720000,0.000000,0.000000,0.000000
23,60.533060000,0.000000,0.000000,0.000000
23,61.138390000,0.000000,0.000000,0.000000
23,61.749770000,0.000000,0.000000,0.000000
23,62.367270000,0.000000,0.000000,0.000000
23,62.990940000,0.003922,0.003922,0.003922
23,63.620850000,0.003922,0.003922,0.003922
23,64.257060000,0.003922,0.003922,0.003922
23,64.899640000,0.000000,0.000000,0.000000
23,65.548630000,0.000000,0.000000,0.000000
23,66.204120000,0.003922,0.003922,0.003922
23,66.866160000,0.000000,0.000000,0.000000
23,67.534820000,0.000000,0.000000,0.000000
23,68.210170000,0.003922,0.003922,0.003922
23,68.892270000,0.000000,0.000000,0.000000
23,69.581180000,0.003922,0.003922,0.003922
23,70.276990000,0.000000,0.000000,0.000000
23,70.979760000,0.000000,0.000000,0.000000
23,71.689560000,0.000000,0.000000,0.000000
23,72.406460000,0.000000,0.000000,0.000000
23,73.130520000,0.000000,0.000000,0.000000
23,73.861820000,0.003922,0.003922,0.003922
23,74.600440000,0.003922,0.003922,0.003922
23,75.346440000,0.003922,0.003922,0.003922
23,76.099910000,0.000000,0.000000,0.000000
23,76.860910000,0.000000,0.000000,0.000000
23,77.629520000,0.003922,0.003922,0.003922
23,78.405810000,0.000000,0.000000,0.000000
23,79.189870000,0.000000,0.000000,0.000000
23,79.981770000,0.003922,0.003922,0.003922
23,80.781590000,0.000000,0.000000,0.000000
23,81.589400000,0.003922,0.003922,0.003922
23,82.405300000,0.000000,0.000000,0.000000
23,83.229350000,0.000000,0.000000,0.000000
23,84.061640000,0.000000,0.000000,0.000000
23,84.902250000,0.000000,0.000000,0.000000
23,85.751270000,0.000000,0.000000,0.000000
23,86.608790000,0.003922,0.003922,0.003922
23,87.474880000,0.003922,0.003922,0.003922
23,88.349620000,0.003922,0.003922,0.003922
23,89.233120000,0.000000,0.000000,0.000000
23,90.125460000,0.000000,0.000000,0.000000
23,91.026710000,0.003922,0.003922,0.003922
23,91.936970000,0.000000,0.000000,0.000000
23,92.856350000,0.000000,0.000000,0.000000
23,93.784910000,0.003922,0.003922,0.003922
23,94.722760000,0.000000,0.000000,0.000000
23,95.669990000,0.003922,0.003922,0.003922
23,96.626690000,0.000000,0.000000,0.000000
23,97.592950000,0.000000,0.000000,0.000000
23,98.568880000,0.000000,0.000000,0.000000
23,99.554570000,0.000000,0.000000,0.000000
23,100.550100000,0.000000,0.000000,0.000000
23,101.555600000,0.003922,0.003922,0.003922
23,102.571200000,0.003922,0.003922,0.003922
23,103.596900000,0.003922,0.003922,0.003922
23,104.632800000,0.000000,0.000000,0.000000
23,105.679200000,0.000000,0.000000,0.000000
23,106.736000000,0.003922,0.003922,0.003922
23,107.803300000,0.000000,0.000000,0.000000
23,108.881400000,0.000000,0.000000,0.000000
23,109.970200000,0.003922,0.003922,0.003922
23,111.069900000,0.000000,0.000000,0.000000
23,112.180600000,0.003922,0.003922,0.003922
23,113.302400000,0.000000,0.000000,0.000000
23,114.435400000,0.000000,0.000000,0.000000
23,115.579800000,0.000000,0.000000,0.000000
23,116.735500000,0.000000,0.000000,0.000000
23,117.902900000,0.000000,0.000000,0.000000
23,119.081900000,0.003922,0.003922,0.003922
23,120.272800000,0.003922,0.003922,0.003922
23,121.475500000,0.003922,0.003922,0.003922
23,122.690200000,0.000000,0.000000,0.000000
23,123.917100000,0.000000,0.000000,0.000000
23,125.156300000,0.003922,0.003922,0.003922
23,126.407900000,0.000000,0.000000,0.000000
23,127.671900000,0.000000,0.000000,0.000000
23,128.948700000,0.003922,0.003922,0.003922
23,130.238200000,0.000000,0.000000,0.000000
23,131.540500000,0.003922,0.003922,0.003922
23,132.855900000,0.000000,0.000000,0.000000
23,134.184500000,0.000000,0.000000,0.000000
23,135.526300000,0.000000,0.000000,0.000000
23,136.881600000,0.000000,0.000000,0.000000
23,138.250400000,0.000000,0.000000,0.000000
23,139.632900000,0.003922,0.003922,0.003922
23,141.029300000,0.003922,0.003922,0.003922
23,142.439500000,0.003922,0.003922,0.003922
23,143.863900000,0.000000,0.000000,0.000000
23,145.302600000,0.000000,0.000000,0.000000
23,146.755600000,0.003922,0.003922,0.003922
23,148.223200000,0.000000,0.000000,0.000000
23,149.705400000,0.000000,0.000000,0.000000
23,151.202400000,0.003922,0.003922,0.003922
23,152.714500000,0.000000,0.000000,0.000000
23,154.241600000,0.003922,0.003922,0.003922
23,155.784000000,0.000000,0.000000,0.000000
23,157.341900000,0.000000,0.000000,0.000000
23,158.915300000,0.000000,0.000000,0.000000
23,160.504400000,0.000000,0.000000,0.000000
23,162.109500000,0.000000,0.000000,0.000000
23,163.730600000,0.003922,0.003922,0.003922
23,165.367900000,0.003922,0.003922,0.003922
23,167.021500000,0.003922,0.003922,0.003922
23,168.691800000,0.000000,0.000000,0.000000
23,170.378700000,0.000000,0.000000,0.000000
23,172.082500000,0.003922,0.003922,0.003922
23,173.803300000,0.000000,0.000000,0.000000
23,175.541300000,0.000000,0.000000,0.000000
23,177.296700000,0.003922,0.003922,0.003922
23,179.069700000,0.000000,0.000000,0.000000
23,180.860400000,0.003922,0.003922,0.003922
23,182.669000000,0.000000,0.000000,0.000000
23,184.495700000,0.000000,0.000000,0.000000
23,186.340700000,0.000000,0.000000,0.000000
23,188.204100000,0.000000,0.000000,0.000000
23,190.086100000,0.000000,0.000000,0.000000
23,191.987000000,0.003922,0.003922,0.003922
23,193.906800000,0.003922,0.003922,0.003922
23,195.845900000,0.003922,0.003922,0.003922
23,197.804300000,0.000000,0.000000,0.000000
23,199.782400000,0.000000,0.000000,0.000000
23,201.780200000,0.003922,0.003922,0.003922
23,203.798000000,0.000000,0.000000,0.000000
23,205.836000000,0.000000,0.000000,0.000000
23,207.894300000,0.003922,0.003922,0.003922
23,209.973300000,0.000000,0.000000,0.000000
23,212.073000000,0.003922,0.003922,0.003922
23,214.193800000,0.000000,0.000000,0.000000
23,216.335700000,0.000000,0.000000,0.000000
23,218.499100000,0.000000,0.000000,0.000000
23,220.684000000,0.000000,0.000000,0.000000
23,222.890900000,0.000000,0.000000,0.000000
23,225.119800000,0.003922,0.003922,0.003922
23,227.371000000,0.003922,0.003922,0.003922
23,229.644700000,0.003922,0.003922,0.003922
23,231.941100000,0.000000,0.000000,0.000000
23,234.260500000,0.000000,0.000000,0.000000
23,236.603100000,0.003922,0.003922,0.003922
23,238.969200000,0.000000,0.000000,0.000000
23,241.358900000,0.000000,0.000000,0.000000
23,243.772500000,0.003922,0.003922,0.003922
23,246.210200000,0.000000,0.000000,0.000000
23,248.672300000,0.003922,0.003922,0.003922
23,251.159000000,0.000000,0.000000,0.000000
23,253.670600000,0.000000,0.000000,0.000000
23,256.207300000,0.000000,0.000000,0.000000
